Airline,Source,Destination,Total_Stops,Price,Dep_Hours,Dep_Minutes,Arrival_Hours,Arrival_Minutes,hoursMinutes
Jet Airways,Kolkata,Banglore,1 stop,14151,20,25,20,25,1295
Multiple carriers,Delhi,Cochin,1 stop,6637,11,40,11,40,560
Air India,Banglore,Delhi,2 stops,12074,7,30,7,30,1640
IndiGo,Kolkata,Banglore,non-stop,4804,11,30,11,30,155
IndiGo,Kolkata,Banglore,1 stop,7252,21,0,21,0,315
IndiGo,Delhi,Cochin,1 stop,6069,7,35,7,35,275
Jet Airways,Delhi,Cochin,1 stop,15554,11,30,11,30,450
IndiGo,Chennai,Kolkata,non-stop,3850,15,40,15,40,165
Air India,Delhi,Cochin,2 stops,12940,18,45,18,45,1470
Jet Airways,Delhi,Cochin,1 stop,15190,7,5,7,5,715
Jet Airways,Banglore,Delhi,1 stop,9134,8,0,8,0,490
Jet Airways,Delhi,Cochin,1 stop,11822,20,55,20,55,940
Multiple carriers,Delhi,Cochin,1 stop,15078,15,0,15,0,630
IndiGo,Delhi,Cochin,1 stop,7006,15,0,15,0,635
IndiGo,Banglore,Delhi,1 stop,4259,16,55,16,55,295
Air India,Delhi,Cochin,2 stops,11762,21,30,21,30,1305
Jet Airways,Banglore,Delhi,1 stop,8147,8,55,8,55,1445
SpiceJet,Kolkata,Banglore,non-stop,3841,6,55,6,55,155
IndiGo,Kolkata,Banglore,non-stop,4174,17,15,17,15,155
Jet Airways,Delhi,Cochin,1 stop,12898,17,30,17,30,655
SpiceJet,Delhi,Cochin,1 stop,5583,15,45,15,45,380
Jet Airways,Delhi,Cochin,1 stop,10262,11,30,11,30,450
Jet Airways,Banglore,Delhi,non-stop,7229,6,0,6,0,165
Jet Airways,Delhi,Cochin,2 stops,15129,5,30,5,30,1375
Vistara,Banglore,Delhi,non-stop,4668,21,0,21,0,170
IndiGo,Banglore,Delhi,non-stop,4990,18,25,18,25,175
IndiGo,Kolkata,Banglore,non-stop,6985,22,10,22,10,165
IndiGo,Banglore,Delhi,non-stop,4823,16,55,16,55,180
Vistara,Kolkata,Banglore,1 stop,9345,7,10,7,10,700
Jet Airways,Kolkata,Banglore,1 stop,10844,14,5,14,5,1575
Jet Airways,Delhi,Cochin,2 stops,14657,9,35,9,35,1620
IndiGo,Delhi,Cochin,1 stop,6818,5,5,5,5,665
Air India,Delhi,Cochin,2 stops,11543,5,55,5,55,1545
SpiceJet,Mumbai,Hyderabad,non-stop,2175,22,45,22,45,85
Jet Airways,Kolkata,Banglore,1 stop,10844,18,55,18,55,1285
Jet Airways,Mumbai,Hyderabad,non-stop,8040,7,5,7,5,85
Jet Airways,Kolkata,Banglore,1 stop,14571,8,25,8,25,740
Jet Airways,Kolkata,Banglore,1 stop,14571,6,30,6,30,330
Jet Airways,Delhi,Cochin,1 stop,12898,16,0,16,0,1235
Multiple carriers,Delhi,Cochin,1 stop,14848,10,0,10,0,555
Multiple carriers,Delhi,Cochin,1 stop,8283,19,0,19,0,390
Jet Airways,Banglore,Delhi,non-stop,7229,15,15,15,15,175
Multiple carriers,Delhi,Cochin,1 stop,8405,11,40,11,40,830
Jet Airways,Delhi,Cochin,2 stops,19266,5,40,5,40,1365
Air India,Delhi,Cochin,1 stop,11038,17,40,17,40,875
Jet Airways,Banglore,Delhi,non-stop,8016,18,55,18,55,185
SpiceJet,Chennai,Kolkata,non-stop,3384,17,45,17,45,140
IndiGo,Delhi,Cochin,1 stop,6573,18,35,18,35,415
Jet Airways,Delhi,Cochin,2 stops,12819,23,5,23,5,1195
Jet Airways,Delhi,Cochin,2 stops,15129,9,40,9,40,1125
IndiGo,Banglore,Delhi,non-stop,3943,23,30,23,30,170
Jet Airways,Banglore,Delhi,1 stop,7832,22,50,22,50,805
IndiGo,Banglore,Delhi,non-stop,6860,7,10,7,10,175
IndiGo,Banglore,Delhi,non-stop,4823,18,25,18,25,175
Air India,Banglore,Delhi,non-stop,5228,17,0,17,0,165
Jet Airways,Kolkata,Banglore,1 stop,13364,14,5,14,5,345
Jet Airways,Banglore,Delhi,1 stop,13555,16,55,16,55,885
IndiGo,Chennai,Kolkata,non-stop,5277,22,5,22,5,140
Air India,Kolkata,Banglore,2 stops,13243,7,0,7,0,1100
Multiple carriers,Delhi,Cochin,1 stop,9794,6,0,6,0,780
Jet Airways,Banglore,Delhi,non-stop,8016,6,0,6,0,165
Multiple carriers,Delhi,Cochin,1 stop,13377,17,30,17,30,480
Jet Airways,Kolkata,Banglore,1 stop,12692,17,0,17,0,1745
Air India,Kolkata,Banglore,2 stops,10697,8,20,8,20,610
SpiceJet,Chennai,Kolkata,non-stop,3384,9,30,9,30,155
IndiGo,Delhi,Cochin,1 stop,6734,6,50,6,50,940
Jet Airways,Kolkata,Banglore,1 stop,10844,20,0,20,0,800
Air India,Banglore,Delhi,non-stop,5228,21,5,21,5,170
Air India,Kolkata,Banglore,1 stop,8891,9,25,9,25,1545
IndiGo,Chennai,Kolkata,non-stop,3384,7,55,7,55,140
Multiple carriers,Delhi,Cochin,1 stop,17057,8,0,8,0,780
IndiGo,Kolkata,Banglore,1 stop,3480,19,20,19,20,265
SpiceJet,Banglore,Delhi,non-stop,4423,9,30,9,30,170
Jet Airways,Kolkata,Banglore,1 stop,14178,6,30,6,30,1330
SpiceJet,Delhi,Cochin,1 stop,4760,8,45,8,45,270
Jet Airways,Kolkata,Banglore,1 stop,14151,20,25,20,25,800
Jet Airways,Kolkata,Banglore,1 stop,12681,20,0,20,0,1220
Jet Airways,Delhi,Cochin,non-stop,4886,11,0,11,0,195
Air Asia,Kolkata,Banglore,non-stop,3807,10,20,10,20,155
IndiGo,Kolkata,Banglore,non-stop,4804,4,40,4,40,155
IndiGo,Banglore,Delhi,1 stop,5694,7,30,7,30,290
Multiple carriers,Delhi,Cochin,1 stop,10197,9,0,9,0,600
IndiGo,Banglore,Delhi,non-stop,4077,23,30,23,30,170
Jet Airways,Kolkata,Banglore,1 stop,14781,6,30,6,30,705
IndiGo,Kolkata,Banglore,non-stop,5224,11,30,11,30,155
IndiGo,Kolkata,Banglore,non-stop,4804,21,25,21,25,160
Jet Airways,Kolkata,Banglore,1 stop,8586,6,30,6,30,1330
Air India,Kolkata,Banglore,1 stop,7662,12,0,12,0,1515
Jet Airways,Delhi,Cochin,1 stop,18550,9,55,9,55,535
Vistara,Kolkata,Banglore,1 stop,8610,17,0,17,0,385
Jet Airways,Banglore,Delhi,non-stop,7229,7,10,7,10,180
Air India,Kolkata,Banglore,2 stops,12009,10,0,10,0,1165
Jet Airways,Kolkata,Banglore,1 stop,14151,17,0,17,0,1685
Air India,Delhi,Cochin,non-stop,4729,5,10,5,10,170
Air India,Delhi,Cochin,non-stop,7931,5,10,5,10,170
Jet Airways,Delhi,Cochin,1 stop,12898,11,30,11,30,1505
Jet Airways,Delhi,Cochin,1 stop,16289,6,50,6,50,1295
Jet Airways,Delhi,Cochin,2 stops,13292,21,25,21,25,1295
Multiple carriers,Delhi,Cochin,1 stop,7618,8,0,8,0,780
Multiple carriers,Delhi,Cochin,1 stop,13377,18,15,18,15,435
Air Asia,Kolkata,Banglore,1 stop,5192,7,35,7,35,955
Multiple carriers,Delhi,Cochin,1 stop,7268,11,40,11,40,455
Jet Airways,Kolkata,Banglore,1 stop,12384,20,25,20,25,800
IndiGo,Banglore,Delhi,non-stop,5694,4,0,4,0,170
Jet Airways,Banglore,Delhi,2 stops,16338,8,55,8,55,420
Multiple carriers,Delhi,Cochin,1 stop,7198,13,0,13,0,750
Jet Airways,Delhi,Cochin,1 stop,6540,8,0,8,0,650
Jet Airways,Mumbai,Hyderabad,non-stop,3210,19,35,19,35,90
SpiceJet,Kolkata,Banglore,non-stop,3873,6,55,6,55,155
Air Asia,Banglore,Delhi,non-stop,4483,11,10,11,10,165
Air Asia,Delhi,Cochin,1 stop,6752,16,45,16,45,340
IndiGo,Banglore,Delhi,non-stop,4823,7,10,7,10,175
Air India,Kolkata,Banglore,1 stop,10203,20,30,20,30,745
SpiceJet,Kolkata,Banglore,non-stop,3873,22,20,22,20,140
SpiceJet,Mumbai,Hyderabad,non-stop,2017,13,10,13,10,80
Jet Airways,Kolkata,Banglore,1 stop,8586,8,25,8,25,1215
Air India,Kolkata,Banglore,2 stops,16057,10,0,10,0,1665
Jet Airways,Delhi,Cochin,1 stop,10262,2,15,2,15,1570
IndiGo,Delhi,Cochin,1 stop,6593,20,25,20,25,305
SpiceJet,Banglore,Delhi,non-stop,3971,21,10,21,10,175
Jet Airways,Delhi,Cochin,1 stop,16289,19,15,19,15,1415
Jet Airways,Kolkata,Banglore,1 stop,9314,9,35,9,35,1450
Jet Airways,Banglore,Delhi,non-stop,4030,17,45,17,45,180
Multiple carriers,Delhi,Cochin,1 stop,13587,14,0,14,0,420
Jet Airways,Kolkata,Banglore,1 stop,9314,20,25,20,25,1295
Air Asia,Delhi,Cochin,1 stop,6253,20,45,20,45,625
Air Asia,Kolkata,Banglore,1 stop,5192,7,35,7,35,955
Air India,Kolkata,Banglore,2 stops,16372,9,25,9,25,1700
Vistara,Banglore,Delhi,non-stop,5403,11,30,11,30,170
Multiple carriers,Delhi,Cochin,1 stop,11200,11,30,11,30,440
IndiGo,Chennai,Kolkata,non-stop,3858,11,35,11,35,145
IndiGo,Kolkata,Banglore,non-stop,4174,15,30,15,30,155
Air India,Delhi,Cochin,non-stop,5411,18,5,18,5,185
IndiGo,Mumbai,Hyderabad,non-stop,3175,16,55,16,55,90
IndiGo,Chennai,Kolkata,non-stop,3858,14,45,14,45,140
Jet Airways,Kolkata,Banglore,1 stop,13941,20,0,20,0,520
Air India,Delhi,Cochin,2 stops,12182,13,15,13,15,1800
IndiGo,Banglore,Delhi,non-stop,4990,16,55,16,55,180
Jet Airways,Kolkata,Banglore,1 stop,10539,20,25,20,25,1540
IndiGo,Banglore,Delhi,non-stop,6860,10,5,10,5,175
Vistara,Delhi,Cochin,non-stop,8001,14,55,14,55,175
Jet Airways,Delhi,Cochin,1 stop,10262,22,50,22,50,1210
Vistara,Kolkata,Banglore,1 stop,8085,17,0,17,0,385
IndiGo,Banglore,Delhi,non-stop,3419,0,25,0,25,170
Air India,Kolkata,Banglore,2 stops,15164,10,0,10,0,1665
IndiGo,Kolkata,Banglore,non-stop,6565,17,15,17,15,165
Jet Airways,Delhi,Cochin,2 stops,9254,5,25,5,25,805
Air Asia,Kolkata,Banglore,1 stop,6857,6,50,6,50,220
Air India,Kolkata,Banglore,2 stops,12140,7,0,7,0,1100
SpiceJet,Kolkata,Banglore,non-stop,3841,9,0,9,0,145
Jet Airways,Kolkata,Banglore,1 stop,14781,8,25,8,25,685
Air India,Delhi,Cochin,1 stop,8372,10,0,10,0,1300
Air India,Kolkata,Banglore,3 stops,8607,16,45,16,45,1830
Multiple carriers,Delhi,Cochin,1 stop,13587,10,0,10,0,660
Jet Airways,Delhi,Cochin,1 stop,15554,20,55,20,55,450
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,1360
IndiGo,Mumbai,Hyderabad,non-stop,4392,12,0,12,0,90
Air India,Banglore,Delhi,non-stop,6961,17,0,17,0,165
Air India,Delhi,Cochin,1 stop,8907,9,45,9,45,795
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,835
Jet Airways,Kolkata,Banglore,1 stop,8586,14,5,14,5,570
Air India,Delhi,Cochin,2 stops,13486,12,55,12,55,1820
Air India,Mumbai,Hyderabad,non-stop,3100,19,30,19,30,75
Jet Airways,Delhi,Cochin,2 stops,15812,17,55,17,55,2070
Air India,Delhi,Cochin,non-stop,5201,18,5,18,5,185
IndiGo,Delhi,Cochin,2 stops,9413,7,35,7,35,825
Air India,Delhi,Cochin,2 stops,13591,20,15,20,15,1380
Jet Airways,Mumbai,Hyderabad,non-stop,5678,2,55,2,55,85
Air India,Banglore,Delhi,1 stop,6781,8,15,8,15,895
Jet Airways,Banglore,Delhi,1 stop,7832,18,40,18,40,1005
Jet Airways,Delhi,Cochin,1 stop,14053,16,0,16,0,1610
Jet Airways,Kolkata,Banglore,1 stop,10703,20,25,20,25,800
Multiple carriers,Delhi,Cochin,1 stop,13727,17,30,17,30,480
Multiple carriers,Delhi,Cochin,1 stop,7408,13,0,13,0,480
Jet Airways,Banglore,Delhi,1 stop,20800,14,5,14,5,1280
Air India,Delhi,Cochin,2 stops,11911,13,20,13,20,1100
Vistara,Banglore,Delhi,non-stop,5403,7,0,7,0,160
Jet Airways,Kolkata,Banglore,1 stop,13469,9,35,9,35,575
Jet Airways,Delhi,Cochin,2 stops,11270,21,25,21,25,910
Air Asia,Delhi,Cochin,1 stop,6152,20,45,20,45,590
Jet Airways,Delhi,Cochin,1 stop,12452,8,0,8,0,1225
Jet Airways,Kolkata,Banglore,1 stop,10844,16,30,16,30,1430
IndiGo,Delhi,Cochin,1 stop,8216,11,55,11,55,635
Jet Airways,Kolkata,Banglore,1 stop,13626,6,30,6,30,800
Multiple carriers,Delhi,Cochin,2 stops,7084,7,5,7,5,855
Multiple carriers,Delhi,Cochin,1 stop,7575,4,55,4,55,860
Air India,Banglore,Delhi,1 stop,6781,8,15,8,15,1475
Jet Airways,Banglore,Delhi,non-stop,6478,7,10,7,10,180
SpiceJet,Mumbai,Hyderabad,non-stop,2385,5,45,5,45,80
Multiple carriers,Delhi,Cochin,1 stop,9385,13,0,13,0,480
GoAir,Banglore,Delhi,non-stop,5048,7,45,7,45,175
IndiGo,Delhi,Cochin,1 stop,5058,20,25,20,25,305
Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,6,0,6,0,440
Multiple carriers,Delhi,Cochin,1 stop,7363,19,0,19,0,390
Air India,Delhi,Cochin,2 stops,11762,21,30,21,30,1305
Jet Airways,Delhi,Cochin,1 stop,15764,15,5,15,5,800
Jet Airways,Delhi,Cochin,1 stop,10262,10,0,10,0,1105
Jet Airways,Delhi,Cochin,2 stops,10919,14,35,14,35,1320
Jet Airways,Delhi,Cochin,1 stop,10262,17,30,17,30,1530
Air India,Kolkata,Banglore,2 stops,11883,5,50,5,50,1045
SpiceJet,Kolkata,Banglore,non-stop,3847,22,20,22,20,140
Jet Airways,Mumbai,Hyderabad,non-stop,5678,19,35,19,35,90
Vistara,Kolkata,Banglore,1 stop,8662,7,10,7,10,930
Jet Airways,Delhi,Cochin,1 stop,12898,14,0,14,0,865
SpiceJet,Banglore,Delhi,non-stop,4423,21,10,21,10,175
Air India,Delhi,Cochin,1 stop,8991,17,40,17,40,875
SpiceJet,Delhi,Cochin,1 stop,5409,17,55,17,55,295
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,455
Air India,Kolkata,Banglore,2 stops,9941,12,0,12,0,590
IndiGo,Delhi,Cochin,2 stops,6494,6,40,6,40,880
Multiple carriers,Delhi,Cochin,1 stop,7198,17,0,17,0,510
Jet Airways,Banglore,Delhi,1 stop,11087,18,55,18,55,875
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
IndiGo,Banglore,Delhi,non-stop,4823,7,10,7,10,175
Jet Airways,Kolkata,Banglore,1 stop,14151,9,35,9,35,575
Multiple carriers,Delhi,Cochin,1 stop,10791,6,0,6,0,780
Vistara,Kolkata,Banglore,1 stop,7980,7,10,7,10,1555
Air India,Delhi,Cochin,1 stop,6587,5,15,5,15,1535
Vistara,Chennai,Kolkata,non-stop,3687,7,5,7,5,135
Air India,Delhi,Cochin,2 stops,13307,18,45,18,45,1470
Air India,Mumbai,Hyderabad,non-stop,2050,15,0,15,0,85
Multiple carriers,Delhi,Cochin,1 stop,10197,9,0,9,0,600
Vistara,Banglore,Delhi,non-stop,4668,21,0,21,0,170
IndiGo,Banglore,Delhi,non-stop,4990,13,0,13,0,170
IndiGo,Mumbai,Hyderabad,non-stop,4049,6,25,6,25,90
Multiple carriers,Delhi,Cochin,1 stop,7933,9,0,9,0,720
IndiGo,Mumbai,Hyderabad,non-stop,4049,9,10,9,10,90
Jet Airways,Delhi,Cochin,1 stop,6645,7,5,7,5,1280
Jet Airways,Mumbai,Hyderabad,non-stop,8040,8,45,8,45,90
Multiple carriers,Delhi,Cochin,1 stop,8098,13,0,13,0,755
Jet Airways,Delhi,Cochin,1 stop,10262,2,15,2,15,1005
Jet Airways,Banglore,Delhi,1 stop,12284,18,40,18,40,780
Jet Airways,Delhi,Cochin,1 stop,10262,15,0,15,0,1680
IndiGo,Banglore,Delhi,non-stop,4990,20,0,20,0,170
Air India,Banglore,Delhi,2 stops,12568,17,25,17,25,1030
Jet Airways,Kolkata,Banglore,1 stop,11841,14,5,14,5,570
Jet Airways,Delhi,Cochin,1 stop,18371,2,15,2,15,620
Jet Airways,Kolkata,Banglore,1 stop,13067,9,35,9,35,840
IndiGo,Chennai,Kolkata,non-stop,5277,22,5,22,5,140
Air India,Delhi,Cochin,2 stops,13879,17,15,17,15,865
IndiGo,Kolkata,Banglore,non-stop,4174,17,15,17,15,155
Air India,Delhi,Cochin,2 stops,10178,19,45,19,45,1410
Jet Airways,Delhi,Cochin,2 stops,13882,11,45,11,45,1000
Vistara,Banglore,Delhi,non-stop,4878,19,30,19,30,165
Vistara,Banglore,Delhi,non-stop,4668,9,45,9,45,170
Jet Airways,Kolkata,Banglore,1 stop,10844,20,0,20,0,1595
Multiple carriers,Delhi,Cochin,1 stop,7005,8,45,8,45,735
Jet Airways,Delhi,Cochin,1 stop,12898,2,15,2,15,620
Air India,Delhi,Cochin,1 stop,9929,3,50,3,50,925
Jet Airways,Delhi,Cochin,1 stop,14714,10,0,10,0,540
Air India,Delhi,Cochin,non-stop,6094,5,10,5,10,170
Jet Airways,Banglore,Delhi,1 stop,16736,11,40,11,40,680
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
Multiple carriers,Delhi,Cochin,1 stop,8882,4,55,4,55,460
Multiple carriers,Delhi,Cochin,1 stop,10197,8,0,8,0,660
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
Vistara,Delhi,Cochin,non-stop,6216,14,40,14,40,190
Air India,Delhi,Cochin,1 stop,7480,5,15,5,15,1535
Air India,Kolkata,Banglore,1 stop,11936,10,0,10,0,375
SpiceJet,Chennai,Kolkata,non-stop,3859,8,20,8,20,135
Jet Airways,Kolkata,Banglore,1 stop,8586,20,0,20,0,845
IndiGo,Delhi,Cochin,1 stop,6628,17,10,17,10,500
Air India,Kolkata,Banglore,2 stops,10151,12,0,12,0,1195
Jet Airways,Kolkata,Banglore,1 stop,11467,17,0,17,0,1285
IndiGo,Delhi,Cochin,1 stop,7010,5,10,5,10,295
Jet Airways,Banglore,Delhi,non-stop,7229,17,45,17,45,180
IndiGo,Banglore,Delhi,non-stop,8033,13,10,13,10,180
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
IndiGo,Kolkata,Banglore,1 stop,6911,21,0,21,0,315
Jet Airways,Delhi,Cochin,2 stops,14300,20,0,20,0,1380
Air India,Kolkata,Banglore,2 stops,13033,7,0,7,0,1100
IndiGo,Banglore,Delhi,non-stop,3943,4,0,4,0,170
SpiceJet,Banglore,Delhi,non-stop,6205,9,35,9,35,175
Jet Airways,Mumbai,Hyderabad,non-stop,5678,2,55,2,55,85
Multiple carriers,Delhi,Cochin,1 stop,16108,11,30,11,30,465
Jet Airways,Banglore,Delhi,1 stop,17261,20,35,20,35,775
SpiceJet,Banglore,Delhi,non-stop,3311,5,55,5,55,160
IndiGo,Kolkata,Banglore,non-stop,4174,11,30,11,30,155
IndiGo,Banglore,Delhi,non-stop,4823,16,55,16,55,170
Air India,Banglore,Delhi,1 stop,8425,22,0,22,0,920
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
GoAir,Delhi,Cochin,1 stop,5281,10,35,10,35,540
Jet Airways,Delhi,Cochin,1 stop,17549,8,0,8,0,1225
Multiple carriers,Delhi,Cochin,1 stop,13797,8,0,8,0,780
IndiGo,Banglore,Delhi,non-stop,4823,8,30,8,30,170
Air India,Delhi,Cochin,1 stop,7258,17,40,17,40,955
Multiple carriers,Delhi,Cochin,1 stop,18192,12,50,12,50,765
Air India,Kolkata,Banglore,2 stops,13899,10,0,10,0,1165
Jet Airways,Kolkata,Banglore,1 stop,10844,14,5,14,5,400
Jet Airways,Kolkata,Banglore,1 stop,14151,9,35,9,35,1450
Multiple carriers,Delhi,Cochin,1 stop,15147,15,15,15,15,620
GoAir,Banglore,Delhi,non-stop,3898,7,45,7,45,175
IndiGo,Delhi,Cochin,1 stop,6818,5,5,5,5,665
Jet Airways,Kolkata,Banglore,1 stop,14781,16,30,16,30,1170
Air Asia,Kolkata,Banglore,2 stops,5192,15,10,15,10,500
Jet Airways,Delhi,Cochin,2 stops,14441,5,30,5,30,425
Jet Airways,Kolkata,Banglore,1 stop,14151,20,25,20,25,1480
IndiGo,Kolkata,Banglore,1 stop,4226,19,35,19,35,220
Air India,Delhi,Cochin,2 stops,13381,20,15,20,15,1380
Multiple carriers,Delhi,Cochin,1 stop,10678,4,55,4,55,845
Jet Airways,Delhi,Cochin,1 stop,12242,11,30,11,30,440
Jet Airways,Mumbai,Hyderabad,non-stop,4995,2,55,2,55,85
Jet Airways,Delhi,Cochin,1 stop,10262,20,55,20,55,450
SpiceJet,Kolkata,Banglore,non-stop,3841,22,20,22,20,140
Jet Airways,Kolkata,Banglore,1 stop,9663,20,0,20,0,960
IndiGo,Kolkata,Banglore,non-stop,5224,11,30,11,30,155
Multiple carriers,Delhi,Cochin,1 stop,14533,7,5,7,5,730
SpiceJet,Mumbai,Hyderabad,non-stop,2017,22,45,22,45,90
Jet Airways,Banglore,Delhi,non-stop,5769,18,55,18,55,185
Multiple carriers,Delhi,Cochin,1 stop,11622,10,45,10,45,485
IndiGo,Banglore,Delhi,non-stop,4823,18,55,18,55,175
Jet Airways,Banglore,Delhi,1 stop,7832,14,5,14,5,1280
Multiple carriers,Delhi,Cochin,1 stop,9001,7,30,7,30,705
IndiGo,Mumbai,Hyderabad,non-stop,2754,12,0,12,0,90
Jet Airways,Banglore,Delhi,non-stop,7229,7,10,7,10,180
IndiGo,Delhi,Cochin,1 stop,6937,21,5,21,5,280
Air India,Kolkata,Banglore,2 stops,13033,10,0,10,0,920
SpiceJet,Banglore,Delhi,non-stop,3625,5,55,5,55,160
Jet Airways,Delhi,Cochin,2 stops,13292,21,25,21,25,1295
Air India,Banglore,Delhi,2 stops,12778,8,50,8,50,1525
SpiceJet,Kolkata,Banglore,non-stop,3841,14,55,14,55,150
IndiGo,Mumbai,Hyderabad,non-stop,2227,21,20,21,20,85
SpiceJet,Kolkata,Banglore,1 stop,6171,8,35,8,35,520
Air India,Kolkata,Banglore,2 stops,10676,12,0,12,0,1195
Jet Airways,Delhi,Cochin,2 stops,13014,19,30,19,30,1025
IndiGo,Mumbai,Hyderabad,non-stop,2754,2,30,2,30,90
Air India,Delhi,Cochin,2 stops,8367,17,15,17,15,865
Jet Airways,Delhi,Cochin,1 stop,5177,2,15,2,15,1570
SpiceJet,Kolkata,Banglore,non-stop,4174,17,10,17,10,150
Multiple carriers,Delhi,Cochin,1 stop,9794,8,45,8,45,615
Multiple carriers,Delhi,Cochin,1 stop,10486,9,45,9,45,385
Multiple carriers,Delhi,Cochin,1 stop,15058,8,0,8,0,675
IndiGo,Kolkata,Banglore,non-stop,4804,22,15,22,15,155
Jet Airways,Delhi,Cochin,1 stop,17024,16,0,16,0,1665
GoAir,Kolkata,Banglore,1 stop,8855,16,40,16,40,455
Air India,Delhi,Cochin,1 stop,8372,21,0,21,0,640
Jet Airways,Mumbai,Hyderabad,non-stop,4050,2,55,2,55,85
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
SpiceJet,Mumbai,Hyderabad,non-stop,2385,5,45,5,45,80
GoAir,Banglore,Delhi,non-stop,3898,11,40,11,40,170
IndiGo,Banglore,Delhi,non-stop,6860,1,30,1,30,165
Air India,Kolkata,Banglore,2 stops,15107,14,30,14,30,525
Jet Airways,Delhi,Cochin,2 stops,10368,9,40,9,40,1125
Jet Airways,Banglore,Delhi,1 stop,7832,7,0,7,0,860
SpiceJet,Mumbai,Hyderabad,non-stop,2385,13,15,13,15,90
IndiGo,Kolkata,Banglore,non-stop,4804,14,25,14,25,150
Air India,Delhi,Cochin,2 stops,8236,16,40,16,40,1595
IndiGo,Delhi,Cochin,1 stop,6416,11,30,11,30,570
Jet Airways,Delhi,Cochin,1 stop,10262,11,30,11,30,450
Jet Airways,Delhi,Cochin,1 stop,14714,22,50,22,50,1210
Air India,Delhi,Cochin,1 stop,7480,20,40,20,40,765
Vistara,Chennai,Kolkata,non-stop,11982,17,45,17,45,140
Multiple carriers,Delhi,Cochin,1 stop,8309,10,35,10,35,520
Jet Airways,Delhi,Cochin,2 stops,13344,5,30,5,30,425
Air India,Kolkata,Banglore,1 stop,4227,19,0,19,0,890
Air India,Delhi,Cochin,2 stops,9706,12,0,12,0,1180
SpiceJet,Mumbai,Hyderabad,non-stop,2017,13,15,13,15,90
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,835
Jet Airways,Banglore,Delhi,non-stop,8016,18,55,18,55,185
IndiGo,Delhi,Cochin,1 stop,5298,6,50,6,50,320
Vistara,Banglore,Delhi,non-stop,4878,17,0,17,0,155
Jet Airways,Delhi,Cochin,1 stop,10262,14,0,14,0,865
IndiGo,Kolkata,Banglore,1 stop,4176,4,50,4,50,300
IndiGo,Delhi,Cochin,1 stop,5883,11,25,11,25,845
Multiple carriers,Delhi,Cochin,1 stop,12717,10,0,10,0,540
IndiGo,Chennai,Kolkata,non-stop,3850,7,55,7,55,140
IndiGo,Chennai,Kolkata,non-stop,3597,19,35,19,35,140
SpiceJet,Mumbai,Hyderabad,non-stop,2175,13,15,13,15,90
Air Asia,Banglore,Delhi,non-stop,7080,23,55,23,55,170
Jet Airways,Kolkata,Banglore,1 stop,8849,21,10,21,10,665
Jet Airways,Kolkata,Banglore,1 stop,9899,8,25,8,25,685
Vistara,Banglore,Delhi,non-stop,4878,7,0,7,0,160
Multiple carriers,Delhi,Cochin,1 stop,7787,7,30,7,30,705
SpiceJet,Chennai,Kolkata,non-stop,3597,17,45,17,45,140
GoAir,Delhi,Cochin,1 stop,5281,10,35,10,35,540
Vistara,Kolkata,Banglore,1 stop,9345,20,20,20,20,1350
IndiGo,Delhi,Cochin,1 stop,6442,11,55,11,55,635
IndiGo,Delhi,Cochin,1 stop,6838,9,15,9,15,705
SpiceJet,Chennai,Kolkata,non-stop,3597,17,45,17,45,140
SpiceJet,Mumbai,Hyderabad,non-stop,3173,5,45,5,45,80
Multiple carriers,Delhi,Cochin,1 stop,13377,18,15,18,15,435
Jet Airways,Kolkata,Banglore,1 stop,9314,20,25,20,25,1295
Multiple carriers,Delhi,Cochin,1 stop,9856,13,15,13,15,545
Air India,Delhi,Cochin,1 stop,8372,8,0,8,0,675
Jet Airways,Kolkata,Banglore,1 stop,7064,18,55,18,55,1400
IndiGo,Kolkata,Banglore,non-stop,4804,22,15,22,15,155
Jet Airways,Delhi,Cochin,2 stops,13029,5,30,5,30,810
IndiGo,Delhi,Cochin,1 stop,7640,14,20,14,20,490
Air India,Banglore,Delhi,non-stop,4441,21,5,21,5,170
Jet Airways,Delhi,Cochin,1 stop,12898,9,0,9,0,1165
Jet Airways,Kolkata,Banglore,1 stop,7064,18,55,18,55,1285
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,740
SpiceJet,Kolkata,Banglore,non-stop,4174,9,0,9,0,145
Jet Airways,Kolkata,Banglore,1 stop,8529,16,30,16,30,1695
IndiGo,Banglore,Delhi,non-stop,3625,22,10,22,10,170
IndiGo,Banglore,Delhi,non-stop,3419,0,30,0,30,175
IndiGo,Chennai,Kolkata,non-stop,3850,5,15,5,15,145
